"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","284","test_update_booking_patch_without_auth","tests","Sat Jan 31 18:23:26 UTC 2026","passed","Sat Jan 31 18:23:26 UTC 2026","","test_update_booking","",""
"","181","test_payloads_additional_create_booking[Payload without additionals]","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_create_booking","",""
"","219","test_incorrect_dates_create_booking[Empty dates]","tests","Sat Jan 31 18:23:19 UTC 2026","passed","Sat Jan 31 18:23:20 UTC 2026","","test_create_booking","",""
"","1032","test_get_bookings_with_filter_dates","tests","Sat Jan 31 18:23:24 UTC 2026","passed","Sat Jan 31 18:23:25 UTC 2026","","test_get_bookings","",""
"","1011","test_get_bookings_with_filter_name","tests","Sat Jan 31 18:23:23 UTC 2026","passed","Sat Jan 31 18:23:24 UTC 2026","","test_get_bookings","",""
"","287","test_update_booking_patch_wrong_data","tests","Sat Jan 31 18:23:26 UTC 2026","passed","Sat Jan 31 18:23:26 UTC 2026","","test_update_booking","",""
"","181","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_create_booking","",""
"","181","test_incorrect_payloads_create_booking[Empty payload]","tests","Sat Jan 31 18:23:20 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_create_booking","",""
"","183","test_payloads_additional_create_booking[Payload with long additionals]","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_create_booking","",""
"","367","test_delete_deleted_booking","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:22 UTC 2026","","test_delete_booking","",""
"","284","test_update_booking_patch","tests","Sat Jan 31 18:23:26 UTC 2026","passed","Sat Jan 31 18:23:26 UTC 2026","","test_update_booking","",""
"","291","test_wrong_data_update_booking_put","tests","Sat Jan 31 18:23:25 UTC 2026","passed","Sat Jan 31 18:23:25 UTC 2026","","test_update_booking","",""
"","201","test_incorrect_dates_create_booking[Past dates]","tests","Sat Jan 31 18:23:19 UTC 2026","passed","Sat Jan 31 18:23:19 UTC 2026","","test_create_booking","",""
"","194","test_success_authentification","tests","Sat Jan 31 18:23:18 UTC 2026","passed","Sat Jan 31 18:23:18 UTC 2026","","test_auhtentification","",""
"","262","test_get_booking_by_id","tests","Sat Jan 31 18:23:22 UTC 2026","passed","Sat Jan 31 18:23:22 UTC 2026","","test_get_bookings","",""
"","286","test_update_booking_put_without_auth","tests","Sat Jan 31 18:23:25 UTC 2026","passed","Sat Jan 31 18:23:26 UTC 2026","","test_update_booking","",""
"","80","test_incorrect_payloads_create_booking[Without payload]","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_create_booking","",""
"","260","test_delete_booking","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_delete_booking","",""
"","81","test_incorrect_dates_create_booking[Payload without dates]","tests","Sat Jan 31 18:23:20 UTC 2026","passed","Sat Jan 31 18:23:20 UTC 2026","","test_create_booking","",""
"","190","test_incorrect_authentification[Empty login, password]","tests","Sat Jan 31 18:23:19 UTC 2026","passed","Sat Jan 31 18:23:19 UTC 2026","","test_auhtentification","",""
"","270","test_get_booking","tests","Sat Jan 31 18:23:22 UTC 2026","passed","Sat Jan 31 18:23:22 UTC 2026","","test_get_bookings","",""
"","285","test_update_booking_put","tests","Sat Jan 31 18:23:25 UTC 2026","passed","Sat Jan 31 18:23:25 UTC 2026","","test_update_booking","",""
"","292","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Sat Jan 31 18:23:20 UTC 2026","passed","Sat Jan 31 18:23:20 UTC 2026","","test_create_booking","",""
"","201","test_correct_dates_create_booking[Correct dates on today]","tests","Sat Jan 31 18:23:19 UTC 2026","passed","Sat Jan 31 18:23:19 UTC 2026","","test_create_booking","",""
"","78","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Sat Jan 31 18:23:21 UTC 2026","passed","Sat Jan 31 18:23:21 UTC 2026","","test_create_booking","",""
"","234","test_incorrect_dates_create_booking[Empty one day]","tests","Sat Jan 31 18:23:20 UTC 2026","passed","Sat Jan 31 18:23:20 UTC 2026","","test_create_booking","",""
"","285","test_get_bookings_all_ids","tests","Sat Jan 31 18:23:22 UTC 2026","passed","Sat Jan 31 18:23:23 UTC 2026","","test_get_bookings","",""
"","191","test_incorrect_authentification[Wrong login, password ]","tests","Sat Jan 31 18:23:18 UTC 2026","passed","Sat Jan 31 18:23:19 UTC 2026","","test_auhtentification","",""
"","271","test_correct_dates_create_booking[Correct dates]","tests","Sat Jan 31 18:23:19 UTC 2026","passed","Sat Jan 31 18:23:19 UTC 2026","","test_create_booking","",""
