"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","209","test_incorrect_payloads_create_booking[Empty payload]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","95","test_correct_dates_create_booking[Correct dates]","tests","Sun Apr 05 18:34:18 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","106","test_get_booking_by_id","tests","Sun Apr 05 18:34:20 UTC 2026","passed","Sun Apr 05 18:34:20 UTC 2026","","test_get_bookings","",""
"","177","test_delete_deleted_booking","tests","Sun Apr 05 18:34:20 UTC 2026","passed","Sun Apr 05 18:34:20 UTC 2026","","test_delete_booking","",""
"","121","test_get_booking","tests","Sun Apr 05 18:34:20 UTC 2026","passed","Sun Apr 05 18:34:20 UTC 2026","","test_get_bookings","",""
"","112","test_update_booking_patch_wrong_data","tests","Sun Apr 05 18:34:22 UTC 2026","passed","Sun Apr 05 18:34:22 UTC 2026","","test_update_booking","",""
"","90","test_correct_dates_create_booking[Correct dates on today]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","30","test_incorrect_payloads_create_booking[Without payload]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","41","test_incorrect_authentification[Wrong login, password ]","tests","Sun Apr 05 18:34:18 UTC 2026","passed","Sun Apr 05 18:34:18 UTC 2026","","test_auhtentification","",""
"","96","test_incorrect_dates_create_booking[Past dates]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","42","test_success_authentification","tests","Sun Apr 05 18:34:18 UTC 2026","passed","Sun Apr 05 18:34:18 UTC 2026","","test_auhtentification","",""
"","79","test_payloads_additional_create_booking[Payload without additionals]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","113","test_update_booking_put","tests","Sun Apr 05 18:34:21 UTC 2026","passed","Sun Apr 05 18:34:21 UTC 2026","","test_update_booking","",""
"","82","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","72","test_incorrect_dates_create_booking[Empty one day]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","121","test_get_bookings_all_ids","tests","Sun Apr 05 18:34:20 UTC 2026","passed","Sun Apr 05 18:34:20 UTC 2026","","test_get_bookings","",""
"","119","test_update_booking_patch","tests","Sun Apr 05 18:34:21 UTC 2026","passed","Sun Apr 05 18:34:22 UTC 2026","","test_update_booking","",""
"","116","test_delete_booking","tests","Sun Apr 05 18:34:20 UTC 2026","passed","Sun Apr 05 18:34:20 UTC 2026","","test_delete_booking","",""
"","40","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","109","test_update_booking_patch_without_auth","tests","Sun Apr 05 18:34:22 UTC 2026","passed","Sun Apr 05 18:34:22 UTC 2026","","test_update_booking","",""
"","84","test_payloads_additional_create_booking[Payload with long additionals]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:20 UTC 2026","","test_create_booking","",""
"","51","test_incorrect_authentification[Empty login, password]","tests","Sun Apr 05 18:34:18 UTC 2026","passed","Sun Apr 05 18:34:18 UTC 2026","","test_auhtentification","",""
"","77","test_incorrect_dates_create_booking[Empty dates]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","432","test_get_bookings_with_filter_name","tests","Sun Apr 05 18:34:20 UTC 2026","passed","Sun Apr 05 18:34:21 UTC 2026","","test_get_bookings","",""
"","35","test_incorrect_dates_create_booking[Payload without dates]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","72","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Sun Apr 05 18:34:19 UTC 2026","passed","Sun Apr 05 18:34:19 UTC 2026","","test_create_booking","",""
"","112","test_update_booking_put_without_auth","tests","Sun Apr 05 18:34:21 UTC 2026","passed","Sun Apr 05 18:34:21 UTC 2026","","test_update_booking","",""
"","119","test_wrong_data_update_booking_put","tests","Sun Apr 05 18:34:21 UTC 2026","passed","Sun Apr 05 18:34:21 UTC 2026","","test_update_booking","",""
"","430","test_get_bookings_with_filter_dates","tests","Sun Apr 05 18:34:21 UTC 2026","passed","Sun Apr 05 18:34:21 UTC 2026","","test_get_bookings","",""
