"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 26 18:18:07 GMT 2025","Wed Mar 26 18:18:08 GMT 2025","690","tests","test_get_bookings","","","","test_get_bookings_all_ids",""
