"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","619","test_update_booking_patch","tests","Sat May 31 18:17:40 GMT 2025","passed","Sat May 31 18:17:40 GMT 2025","","test_update_booking","",""
"","411","test_payloads_additional_create_booking[Payload with long additionals]","tests","Sat May 31 18:17:30 GMT 2025","passed","Sat May 31 18:17:30 GMT 2025","","test_create_booking","",""
"","177","test_incorrect_payloads_create_booking[Without payload]","tests","Sat May 31 18:17:29 GMT 2025","passed","Sat May 31 18:17:29 GMT 2025","","test_create_booking","",""
"","635","test_wrong_data_update_booking_put","tests","Sat May 31 18:17:38 GMT 2025","passed","Sat May 31 18:17:39 GMT 2025","","test_update_booking","",""
"","473","test_incorrect_dates_create_booking[Past dates]","tests","Sat May 31 18:17:26 GMT 2025","passed","Sat May 31 18:17:27 GMT 2025","","test_create_booking","",""
"","394","test_incorrect_payloads_create_booking[Empty payload]","tests","Sat May 31 18:17:28 GMT 2025","passed","Sat May 31 18:17:29 GMT 2025","","test_create_booking","",""
"","399","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Sat May 31 18:17:28 GMT 2025","passed","Sat May 31 18:17:28 GMT 2025","","test_create_booking","",""
"","190","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Sat May 31 18:17:29 GMT 2025","passed","Sat May 31 18:17:29 GMT 2025","","test_create_booking","",""
"","2173","test_get_bookings_with_filter_name","tests","Sat May 31 18:17:33 GMT 2025","passed","Sat May 31 18:17:35 GMT 2025","","test_get_bookings","",""
"","394","test_correct_dates_create_booking[Correct dates]","tests","Sat May 31 18:17:25 GMT 2025","passed","Sat May 31 18:17:26 GMT 2025","","test_create_booking","",""
"","163","test_incorrect_authentification[Empty login, password]","tests","Sat May 31 18:17:25 GMT 2025","passed","Sat May 31 18:17:25 GMT 2025","","test_auhtentification","",""
"","381","test_incorrect_dates_create_booking[Empty one day]","tests","Sat May 31 18:17:27 GMT 2025","passed","Sat May 31 18:17:28 GMT 2025","","test_create_booking","",""
"","638","test_update_booking_put_without_auth","tests","Sat May 31 18:17:39 GMT 2025","passed","Sat May 31 18:17:40 GMT 2025","","test_update_booking","",""
"","2219","test_get_bookings_with_filter_dates","tests","Sat May 31 18:17:35 GMT 2025","passed","Sat May 31 18:17:38 GMT 2025","","test_get_bookings","",""
"","442","test_correct_dates_create_booking[Correct dates on today]","tests","Sat May 31 18:17:26 GMT 2025","passed","Sat May 31 18:17:26 GMT 2025","","test_create_booking","",""
"","418","test_payloads_additional_create_booking[Payload without additionals]","tests","Sat May 31 18:17:29 GMT 2025","passed","Sat May 31 18:17:29 GMT 2025","","test_create_booking","",""
"","703","test_get_bookings_all_ids","tests","Sat May 31 18:17:33 GMT 2025","passed","Sat May 31 18:17:33 GMT 2025","","test_get_bookings","",""
"","550","test_get_booking_by_id","tests","Sat May 31 18:17:31 GMT 2025","passed","Sat May 31 18:17:32 GMT 2025","","test_get_bookings","",""
"","369","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Sat May 31 18:17:29 GMT 2025","passed","Sat May 31 18:17:30 GMT 2025","","test_create_booking","",""
"","556","test_get_booking","tests","Sat May 31 18:17:32 GMT 2025","passed","Sat May 31 18:17:33 GMT 2025","","test_get_bookings","",""
"","189","test_incorrect_authentification[Wrong login, password ]","tests","Sat May 31 18:17:25 GMT 2025","passed","Sat May 31 18:17:25 GMT 2025","","test_auhtentification","",""
"","180","test_success_authentification","tests","Sat May 31 18:17:25 GMT 2025","passed","Sat May 31 18:17:25 GMT 2025","","test_auhtentification","",""
"","627","test_update_booking_patch_without_auth","tests","Sat May 31 18:17:41 GMT 2025","passed","Sat May 31 18:17:42 GMT 2025","","test_update_booking","",""
"","803","test_delete_deleted_booking","tests","Sat May 31 18:17:31 GMT 2025","passed","Sat May 31 18:17:31 GMT 2025","","test_delete_booking","",""
"","421","test_incorrect_dates_create_booking[Empty dates]","tests","Sat May 31 18:17:27 GMT 2025","passed","Sat May 31 18:17:27 GMT 2025","","test_create_booking","",""
"","686","test_update_booking_put","tests","Sat May 31 18:17:38 GMT 2025","passed","Sat May 31 18:17:38 GMT 2025","","test_update_booking","",""
"","164","test_incorrect_dates_create_booking[Payload without dates]","tests","Sat May 31 18:17:28 GMT 2025","passed","Sat May 31 18:17:28 GMT 2025","","test_create_booking","",""
"","607","test_update_booking_patch_wrong_data","tests","Sat May 31 18:17:40 GMT 2025","passed","Sat May 31 18:17:41 GMT 2025","","test_update_booking","",""
"","574","test_delete_booking","tests","Sat May 31 18:17:30 GMT 2025","passed","Sat May 31 18:17:31 GMT 2025","","test_delete_booking","",""
