"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 27 18:18:07 GMT 2025","Thu Mar 27 18:18:08 GMT 2025","1070","tests","test_update_booking","","","","test_update_booking_patch_without_auth",""
"passed","Thu Mar 27 18:17:47 GMT 2025","Thu Mar 27 18:17:47 GMT 2025","311","tests","test_create_booking","","","","test_incorrect_payloads_create_booking[Payload incorrect data types]",""
"passed","Thu Mar 27 18:17:41 GMT 2025","Thu Mar 27 18:17:42 GMT 2025","688","tests","test_create_booking","","","","test_correct_dates_create_booking[Correct dates]",""
"passed","Thu Mar 27 18:17:44 GMT 2025","Thu Mar 27 18:17:44 GMT 2025","692","tests","test_create_booking","","","","test_incorrect_dates_create_booking[Empty dates]",""
"passed","Thu Mar 27 18:17:47 GMT 2025","Thu Mar 27 18:17:48 GMT 2025","702","tests","test_create_booking","","","","test_payloads_additional_create_booking[Payload without additionals]",""
"passed","Thu Mar 27 18:17:46 GMT 2025","Thu Mar 27 18:17:47 GMT 2025","698","tests","test_create_booking","","","","test_incorrect_payloads_create_booking[Empty payload]",""
