"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","481","test_update_booking_put_without_auth","tests","2026-09-24","passed","2026-09-24","","test_update_booking","",""
"","345","test_incorrect_payloads_create_booking[Empty payload]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","287","test_incorrect_dates_create_booking[Empty one day]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","379","test_correct_dates_create_booking[Correct dates]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","1663","test_get_bookings_with_filter_name","tests","2026-09-24","passed","2026-09-24","","test_get_bookings","",""
"","568","test_update_booking_put","tests","2026-09-24","passed","2026-09-24","","test_update_booking","",""
"","609","test_get_bookings_all_ids","tests","2026-09-24","passed","2026-09-24","","test_get_bookings","",""
"","537","test_delete_booking","tests","2026-09-24","passed","2026-09-24","","test_delete_booking","",""
"","151","test_incorrect_authentification[Empty login, password]","tests","2026-09-24","passed","2026-09-24","","test_auhtentification","",""
"","118","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","728","test_delete_deleted_booking","tests","2026-09-24","passed","2026-09-24","","test_delete_booking","",""
"","581","test_update_booking_patch_wrong_data","tests","2026-09-24","passed","2026-09-24","","test_update_booking","",""
"","366","test_payloads_additional_create_booking[Payload with long additionals]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","150","test_incorrect_authentification[Wrong login, password ]","tests","2026-09-24","passed","2026-09-24","","test_auhtentification","",""
"","335","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","316","test_correct_dates_create_booking[Correct dates on today]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","521","test_get_booking","tests","2026-09-24","passed","2026-09-24","","test_get_bookings","",""
"","374","test_payloads_additional_create_booking[Payload without additionals]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","462","test_update_booking_patch_without_auth","tests","2026-09-24","passed","2026-09-24","","test_update_booking","",""
"","319","test_incorrect_dates_create_booking[Empty dates]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","333","test_incorrect_dates_create_booking[Past dates]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","567","test_wrong_data_update_booking_put","tests","2026-09-24","passed","2026-09-24","","test_update_booking","",""
"","182","test_success_authentification","tests","2026-09-24","passed","2026-09-24","","test_auhtentification","",""
"","1875","test_get_bookings_with_filter_dates","tests","2026-09-24","passed","2026-09-24","","test_get_bookings","",""
"","493","test_get_booking_by_id","tests","2026-09-24","passed","2026-09-24","","test_get_bookings","",""
"","162","test_incorrect_payloads_create_booking[Without payload]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","542","test_update_booking_patch","tests","2026-09-24","passed","2026-09-24","","test_update_booking","",""
"","318","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
"","172","test_incorrect_dates_create_booking[Payload without dates]","tests","2026-09-24","passed","2026-09-24","","test_create_booking","",""
