"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","118","test_update_booking_put","tests","Tue Nov 04 18:20:29 UTC 2025","passed","Tue Nov 04 18:20:29 UTC 2025","","test_update_booking","",""
"","98","test_incorrect_dates_create_booking[Past dates]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","145","test_delete_deleted_booking","tests","Tue Nov 04 18:20:28 UTC 2025","passed","Tue Nov 04 18:20:28 UTC 2025","","test_delete_booking","",""
"","104","test_get_booking_by_id","tests","Tue Nov 04 18:20:28 UTC 2025","passed","Tue Nov 04 18:20:28 UTC 2025","","test_get_bookings","",""
"","5057","test_success_authentification","tests","Tue Nov 04 18:20:21 UTC 2025","passed","Tue Nov 04 18:20:26 UTC 2025","","test_auhtentification","",""
"","114","test_update_booking_put_without_auth","tests","Tue Nov 04 18:20:29 UTC 2025","passed","Tue Nov 04 18:20:29 UTC 2025","","test_update_booking","",""
"","80","test_payloads_additional_create_booking[Payload with long additionals]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","84","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","82","test_correct_dates_create_booking[Correct dates on today]","tests","Tue Nov 04 18:20:26 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","128","test_wrong_data_update_booking_put","tests","Tue Nov 04 18:20:29 UTC 2025","passed","Tue Nov 04 18:20:29 UTC 2025","","test_update_booking","",""
"","41","test_incorrect_authentification[Empty login, password]","tests","Tue Nov 04 18:20:26 UTC 2025","passed","Tue Nov 04 18:20:26 UTC 2025","","test_auhtentification","",""
"","111","test_incorrect_payloads_create_booking[Empty payload]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","119","test_update_booking_patch","tests","Tue Nov 04 18:20:29 UTC 2025","passed","Tue Nov 04 18:20:29 UTC 2025","","test_update_booking","",""
"","114","test_get_booking","tests","Tue Nov 04 18:20:28 UTC 2025","passed","Tue Nov 04 18:20:28 UTC 2025","","test_get_bookings","",""
"","38","test_incorrect_dates_create_booking[Payload without dates]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","432","test_get_bookings_with_filter_name","tests","Tue Nov 04 18:20:28 UTC 2025","passed","Tue Nov 04 18:20:28 UTC 2025","","test_get_bookings","",""
"","30","test_incorrect_payloads_create_booking[Without payload]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","107","test_correct_dates_create_booking[Correct dates]","tests","Tue Nov 04 18:20:26 UTC 2025","passed","Tue Nov 04 18:20:26 UTC 2025","","test_create_booking","",""
"","124","test_get_bookings_all_ids","tests","Tue Nov 04 18:20:28 UTC 2025","passed","Tue Nov 04 18:20:28 UTC 2025","","test_get_bookings","",""
"","115","test_update_booking_patch_wrong_data","tests","Tue Nov 04 18:20:29 UTC 2025","passed","Tue Nov 04 18:20:29 UTC 2025","","test_update_booking","",""
"","114","test_update_booking_patch_without_auth","tests","Tue Nov 04 18:20:29 UTC 2025","passed","Tue Nov 04 18:20:30 UTC 2025","","test_update_booking","",""
"","72","test_payloads_additional_create_booking[Payload without additionals]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","44","test_incorrect_authentification[Wrong login, password ]","tests","Tue Nov 04 18:20:26 UTC 2025","passed","Tue Nov 04 18:20:26 UTC 2025","","test_auhtentification","",""
"","86","test_incorrect_dates_create_booking[Empty dates]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","82","test_incorrect_dates_create_booking[Empty one day]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","410","test_get_bookings_with_filter_dates","tests","Tue Nov 04 18:20:28 UTC 2025","passed","Tue Nov 04 18:20:29 UTC 2025","","test_get_bookings","",""
"","40","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","80","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:27 UTC 2025","","test_create_booking","",""
"","112","test_delete_booking","tests","Tue Nov 04 18:20:27 UTC 2025","passed","Tue Nov 04 18:20:28 UTC 2025","","test_delete_booking","",""
