"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1355","test_get_bookings_with_filter_dates","tests","Mon Sep 01 18:18:21 UTC 2025","passed","Mon Sep 01 18:18:23 UTC 2025","","test_get_bookings","",""
"","447","test_get_bookings_all_ids","tests","Mon Sep 01 18:18:19 UTC 2025","passed","Mon Sep 01 18:18:20 UTC 2025","","test_get_bookings","",""
"","1258","test_get_bookings_with_filter_name","tests","Mon Sep 01 18:18:20 UTC 2025","passed","Mon Sep 01 18:18:21 UTC 2025","","test_get_bookings","",""
"","122","test_incorrect_authentification[Wrong login, password ]","tests","Mon Sep 01 18:18:15 UTC 2025","passed","Mon Sep 01 18:18:15 UTC 2025","","test_auhtentification","",""
"","248","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Mon Sep 01 18:18:17 UTC 2025","passed","Mon Sep 01 18:18:18 UTC 2025","","test_create_booking","",""
"","320","test_get_booking","tests","Mon Sep 01 18:18:19 UTC 2025","passed","Mon Sep 01 18:18:19 UTC 2025","","test_get_bookings","",""
"","123","test_incorrect_authentification[Empty login, password]","tests","Mon Sep 01 18:18:15 UTC 2025","passed","Mon Sep 01 18:18:15 UTC 2025","","test_auhtentification","",""
"","268","test_correct_dates_create_booking[Correct dates on today]","tests","Mon Sep 01 18:18:15 UTC 2025","passed","Mon Sep 01 18:18:16 UTC 2025","","test_create_booking","",""
"","267","test_incorrect_payloads_create_booking[Empty payload]","tests","Mon Sep 01 18:18:17 UTC 2025","passed","Mon Sep 01 18:18:17 UTC 2025","","test_create_booking","",""
"","329","test_get_booking_by_id","tests","Mon Sep 01 18:18:19 UTC 2025","passed","Mon Sep 01 18:18:19 UTC 2025","","test_get_bookings","",""
"","251","test_payloads_additional_create_booking[Payload with long additionals]","tests","Mon Sep 01 18:18:18 UTC 2025","passed","Mon Sep 01 18:18:18 UTC 2025","","test_create_booking","",""
"","86","test_incorrect_payloads_create_booking[Without payload]","tests","Mon Sep 01 18:18:17 UTC 2025","passed","Mon Sep 01 18:18:17 UTC 2025","","test_create_booking","",""
"","279","test_incorrect_dates_create_booking[Empty dates]","tests","Mon Sep 01 18:18:16 UTC 2025","passed","Mon Sep 01 18:18:16 UTC 2025","","test_create_booking","",""
"","376","test_update_booking_patch_wrong_data","tests","Mon Sep 01 18:18:24 UTC 2025","passed","Mon Sep 01 18:18:24 UTC 2025","","test_update_booking","",""
"","237","test_payloads_additional_create_booking[Payload without additionals]","tests","Mon Sep 01 18:18:17 UTC 2025","passed","Mon Sep 01 18:18:17 UTC 2025","","test_create_booking","",""
"","252","test_incorrect_dates_create_booking[Empty one day]","tests","Mon Sep 01 18:18:16 UTC 2025","passed","Mon Sep 01 18:18:16 UTC 2025","","test_create_booking","",""
"","245","test_incorrect_dates_create_booking[Past dates]","tests","Mon Sep 01 18:18:16 UTC 2025","passed","Mon Sep 01 18:18:16 UTC 2025","","test_create_booking","",""
"","253","test_correct_dates_create_booking[Correct dates]","tests","Mon Sep 01 18:18:15 UTC 2025","passed","Mon Sep 01 18:18:15 UTC 2025","","test_create_booking","",""
"","112","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Mon Sep 01 18:18:17 UTC 2025","passed","Mon Sep 01 18:18:17 UTC 2025","","test_create_booking","",""
"","387","test_wrong_data_update_booking_put","tests","Mon Sep 01 18:18:23 UTC 2025","passed","Mon Sep 01 18:18:23 UTC 2025","","test_update_booking","",""
"","379","test_update_booking_put","tests","Mon Sep 01 18:18:23 UTC 2025","passed","Mon Sep 01 18:18:23 UTC 2025","","test_update_booking","",""
"","339","test_update_booking_patch_without_auth","tests","Mon Sep 01 18:18:24 UTC 2025","passed","Mon Sep 01 18:18:25 UTC 2025","","test_update_booking","",""
"","142","test_incorrect_dates_create_booking[Payload without dates]","tests","Mon Sep 01 18:18:17 UTC 2025","passed","Mon Sep 01 18:18:17 UTC 2025","","test_create_booking","",""
"","186","test_success_authentification","tests","Mon Sep 01 18:18:15 UTC 2025","passed","Mon Sep 01 18:18:15 UTC 2025","","test_auhtentification","",""
"","247","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Mon Sep 01 18:18:16 UTC 2025","passed","Mon Sep 01 18:18:17 UTC 2025","","test_create_booking","",""
"","463","test_delete_deleted_booking","tests","Mon Sep 01 18:18:18 UTC 2025","passed","Mon Sep 01 18:18:19 UTC 2025","","test_delete_booking","",""
"","371","test_update_booking_put_without_auth","tests","Mon Sep 01 18:18:23 UTC 2025","passed","Mon Sep 01 18:18:24 UTC 2025","","test_update_booking","",""
"","329","test_delete_booking","tests","Mon Sep 01 18:18:18 UTC 2025","passed","Mon Sep 01 18:18:18 UTC 2025","","test_delete_booking","",""
"","357","test_update_booking_patch","tests","Mon Sep 01 18:18:24 UTC 2025","passed","Mon Sep 01 18:18:24 UTC 2025","","test_update_booking","",""
