"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1005","test_wrong_data_update_booking_put","tests","Sat May 09 18:51:14 UTC 2026","passed","Sat May 09 18:51:15 UTC 2026","","test_update_booking","",""
"","971","test_get_bookings_all_ids","tests","Sat May 09 18:51:05 UTC 2026","passed","Sat May 09 18:51:06 UTC 2026","","test_get_bookings","",""
"","304","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Sat May 09 18:50:59 UTC 2026","passed","Sat May 09 18:50:59 UTC 2026","","test_create_booking","",""
"","997","test_update_booking_patch_wrong_data","tests","Sat May 09 18:51:17 UTC 2026","passed","Sat May 09 18:51:18 UTC 2026","","test_update_booking","",""
"","274","test_incorrect_authentification[Empty login, password]","tests","Sat May 09 18:50:47 UTC 2026","passed","Sat May 09 18:50:48 UTC 2026","","test_auhtentification","",""
"","6660","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Sat May 09 18:50:51 UTC 2026","passed","Sat May 09 18:50:58 UTC 2026","","test_create_booking","",""
"","322","test_incorrect_authentification[Wrong login, password ]","tests","Sat May 09 18:50:47 UTC 2026","passed","Sat May 09 18:50:47 UTC 2026","","test_auhtentification","",""
"","297","test_success_authentification","tests","Sat May 09 18:50:47 UTC 2026","passed","Sat May 09 18:50:47 UTC 2026","","test_auhtentification","",""
"","656","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Sat May 09 18:51:00 UTC 2026","passed","Sat May 09 18:51:00 UTC 2026","","test_create_booking","",""
"","665","test_incorrect_dates_create_booking[Empty dates]","tests","Sat May 09 18:50:50 UTC 2026","passed","Sat May 09 18:50:50 UTC 2026","","test_create_booking","",""
"","907","test_get_booking_by_id","tests","Sat May 09 18:51:03 UTC 2026","passed","Sat May 09 18:51:04 UTC 2026","","test_get_bookings","",""
"","648","test_payloads_additional_create_booking[Payload with long additionals]","tests","Sat May 09 18:51:00 UTC 2026","passed","Sat May 09 18:51:01 UTC 2026","","test_create_booking","",""
"","672","test_incorrect_dates_create_booking[Past dates]","tests","Sat May 09 18:50:49 UTC 2026","passed","Sat May 09 18:50:50 UTC 2026","","test_create_booking","",""
"","302","test_incorrect_dates_create_booking[Payload without dates]","tests","Sat May 09 18:50:58 UTC 2026","passed","Sat May 09 18:50:58 UTC 2026","","test_create_booking","",""
"","935","test_get_booking","tests","Sat May 09 18:51:04 UTC 2026","passed","Sat May 09 18:51:05 UTC 2026","","test_get_bookings","",""
"","3572","test_get_bookings_with_filter_dates","tests","Sat May 09 18:51:10 UTC 2026","passed","Sat May 09 18:51:13 UTC 2026","","test_get_bookings","",""
"","3552","test_get_bookings_with_filter_name","tests","Sat May 09 18:51:06 UTC 2026","passed","Sat May 09 18:51:10 UTC 2026","","test_get_bookings","",""
"","636","test_payloads_additional_create_booking[Payload without additionals]","tests","Sat May 09 18:50:59 UTC 2026","passed","Sat May 09 18:51:00 UTC 2026","","test_create_booking","",""
"","982","test_update_booking_put","tests","Sat May 09 18:51:13 UTC 2026","passed","Sat May 09 18:51:14 UTC 2026","","test_update_booking","",""
"","619","test_incorrect_dates_create_booking[Empty one day]","tests","Sat May 09 18:50:50 UTC 2026","passed","Sat May 09 18:50:51 UTC 2026","","test_create_booking","",""
"","647","test_correct_dates_create_booking[Correct dates]","tests","Sat May 09 18:50:48 UTC 2026","passed","Sat May 09 18:50:48 UTC 2026","","test_create_booking","",""
"","910","test_delete_booking","tests","Sat May 09 18:51:01 UTC 2026","passed","Sat May 09 18:51:02 UTC 2026","","test_delete_booking","",""
"","1024","test_update_booking_put_without_auth","tests","Sat May 09 18:51:15 UTC 2026","passed","Sat May 09 18:51:16 UTC 2026","","test_update_booking","",""
"","1036","test_update_booking_patch_without_auth","tests","Sat May 09 18:51:18 UTC 2026","passed","Sat May 09 18:51:19 UTC 2026","","test_update_booking","",""
"","636","test_incorrect_payloads_create_booking[Empty payload]","tests","Sat May 09 18:50:58 UTC 2026","passed","Sat May 09 18:50:58 UTC 2026","","test_create_booking","",""
"","1010","test_update_booking_patch","tests","Sat May 09 18:51:16 UTC 2026","passed","Sat May 09 18:51:17 UTC 2026","","test_update_booking","",""
"","1293","test_delete_deleted_booking","tests","Sat May 09 18:51:02 UTC 2026","passed","Sat May 09 18:51:03 UTC 2026","","test_delete_booking","",""
"","290","test_incorrect_payloads_create_booking[Without payload]","tests","Sat May 09 18:50:58 UTC 2026","passed","Sat May 09 18:50:59 UTC 2026","","test_create_booking","",""
"","613","test_correct_dates_create_booking[Correct dates on today]","tests","Sat May 09 18:50:48 UTC 2026","passed","Sat May 09 18:50:49 UTC 2026","","test_create_booking","",""
