"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 29 18:15:48 GMT 2025","Sat Mar 29 18:15:48 GMT 2025","138","tests","test_update_booking","","","","test_update_booking_patch_wrong_data",""
"passed","Sat Mar 29 18:15:44 GMT 2025","Sat Mar 29 18:15:45 GMT 2025","95","tests","test_create_booking","","","","test_incorrect_dates_create_booking[Past dates]",""
"passed","Sat Mar 29 18:15:45 GMT 2025","Sat Mar 29 18:15:45 GMT 2025","93","tests","test_create_booking","","","","test_incorrect_dates_create_booking[Empty dates]",""
