"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","308","test_update_booking_patch","tests","2026-06-01","passed","2026-06-01","","test_update_booking","",""
"","128","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","386","test_delete_deleted_booking","tests","2026-06-01","passed","2026-06-01","","test_delete_booking","",""
"","194","test_incorrect_dates_create_booking[Past dates]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","86","test_incorrect_payloads_create_booking[Without payload]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","268","test_get_booking","tests","2026-06-01","passed","2026-06-01","","test_get_bookings","",""
"","208","test_correct_dates_create_booking[Correct dates on today]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","108","test_incorrect_authentification[Wrong login, password ]","tests","2026-06-01","passed","2026-06-01","","test_auhtentification","",""
"","276","test_update_booking_put","tests","2026-06-01","passed","2026-06-01","","test_update_booking","",""
"","201","test_payloads_additional_create_booking[Payload with long additionals]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","214","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","248","test_correct_dates_create_booking[Correct dates]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","188","test_incorrect_dates_create_booking[Empty dates]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","179","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","200","test_payloads_additional_create_booking[Payload without additionals]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","340","test_delete_booking","tests","2026-06-01","passed","2026-06-01","","test_delete_booking","",""
"","274","test_update_booking_put_without_auth","tests","2026-06-01","passed","2026-06-01","","test_update_booking","",""
"","205","test_incorrect_payloads_create_booking[Empty payload]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","298","test_wrong_data_update_booking_put","tests","2026-06-01","passed","2026-06-01","","test_update_booking","",""
"","273","test_update_booking_patch_without_auth","tests","2026-06-01","passed","2026-06-01","","test_update_booking","",""
"","1056","test_get_bookings_with_filter_name","tests","2026-06-01","passed","2026-06-01","","test_get_bookings","",""
"","271","test_get_bookings_all_ids","tests","2026-06-01","passed","2026-06-01","","test_get_bookings","",""
"","1116","test_get_bookings_with_filter_dates","tests","2026-06-01","passed","2026-06-01","","test_get_bookings","",""
"","264","test_get_booking_by_id","tests","2026-06-01","passed","2026-06-01","","test_get_bookings","",""
"","90","test_incorrect_dates_create_booking[Payload without dates]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
"","306","test_update_booking_patch_wrong_data","tests","2026-06-01","passed","2026-06-01","","test_update_booking","",""
"","106","test_incorrect_authentification[Empty login, password]","tests","2026-06-01","passed","2026-06-01","","test_auhtentification","",""
"","105","test_success_authentification","tests","2026-06-01","passed","2026-06-01","","test_auhtentification","",""
"","222","test_incorrect_dates_create_booking[Empty one day]","tests","2026-06-01","passed","2026-06-01","","test_create_booking","",""
