"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","test_payloads_additional_create_booking[Payload without additionals]","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_create_booking","",""
"","282","test_get_bookings_with_filter_dates","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_get_bookings","",""
"","70","test_update_booking_patch","tests","Fri Nov 21 18:20:15 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_update_booking","",""
"","48","test_correct_dates_create_booking[Correct dates on today]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","23","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_create_booking","",""
"","63","test_update_booking_patch_without_auth","tests","Fri Nov 21 18:20:15 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_update_booking","",""
"","73","test_update_booking_patch_wrong_data","tests","Fri Nov 21 18:20:15 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_update_booking","",""
"","64","test_get_booking","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_get_bookings","",""
"","15","test_incorrect_dates_create_booking[Payload without dates]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","55","test_incorrect_dates_create_booking[Past dates]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","58","test_correct_dates_create_booking[Correct dates]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","87","test_get_bookings_all_ids","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_get_bookings","",""
"","47","test_incorrect_dates_create_booking[Empty one day]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","126","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","48","test_payloads_additional_create_booking[Payload with long additionals]","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_create_booking","",""
"","64","test_delete_booking","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_delete_booking","",""
"","19","test_incorrect_authentification[Wrong login, password ]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_auhtentification","",""
"","95","test_delete_deleted_booking","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_delete_booking","",""
"","72","test_update_booking_put_without_auth","tests","Fri Nov 21 18:20:15 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_update_booking","",""
"","68","test_update_booking_put","tests","Fri Nov 21 18:20:15 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_update_booking","",""
"","238","test_get_bookings_with_filter_name","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_get_bookings","",""
"","24","test_success_authentification","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_auhtentification","",""
"","21","test_incorrect_authentification[Empty login, password]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_auhtentification","",""
"","53","test_incorrect_payloads_create_booking[Empty payload]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_create_booking","",""
"","46","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_create_booking","",""
"","80","test_get_booking_by_id","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_get_bookings","",""
"","45","test_incorrect_dates_create_booking[Empty dates]","tests","Fri Nov 21 18:20:13 UTC 2025","passed","Fri Nov 21 18:20:13 UTC 2025","","test_create_booking","",""
"","20","test_incorrect_payloads_create_booking[Without payload]","tests","Fri Nov 21 18:20:14 UTC 2025","passed","Fri Nov 21 18:20:14 UTC 2025","","test_create_booking","",""
"","69","test_wrong_data_update_booking_put","tests","Fri Nov 21 18:20:15 UTC 2025","passed","Fri Nov 21 18:20:15 UTC 2025","","test_update_booking","",""
