"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","621","test_update_booking_put","tests","Mon Aug 04 18:22:01 GMT 2025","passed","Mon Aug 04 18:22:02 GMT 2025","","test_update_booking","",""
"","410","test_incorrect_dates_create_booking[Empty dates]","tests","Mon Aug 04 18:21:51 GMT 2025","passed","Mon Aug 04 18:21:51 GMT 2025","","test_create_booking","",""
"","604","test_update_booking_patch_without_auth","tests","Mon Aug 04 18:22:05 GMT 2025","passed","Mon Aug 04 18:22:05 GMT 2025","","test_update_booking","",""
"","576","test_get_bookings_all_ids","tests","Mon Aug 04 18:21:57 GMT 2025","passed","Mon Aug 04 18:21:57 GMT 2025","","test_get_bookings","",""
"","622","test_wrong_data_update_booking_put","tests","Mon Aug 04 18:22:02 GMT 2025","passed","Mon Aug 04 18:22:03 GMT 2025","","test_update_booking","",""
"","422","test_correct_dates_create_booking[Correct dates]","tests","Mon Aug 04 18:21:49 GMT 2025","passed","Mon Aug 04 18:21:50 GMT 2025","","test_create_booking","",""
"","856","test_delete_deleted_booking","tests","Mon Aug 04 18:21:55 GMT 2025","passed","Mon Aug 04 18:21:55 GMT 2025","","test_delete_booking","",""
"","182","test_incorrect_authentification[Empty login, password]","tests","Mon Aug 04 18:21:49 GMT 2025","passed","Mon Aug 04 18:21:49 GMT 2025","","test_auhtentification","",""
"","205","test_success_authentification","tests","Mon Aug 04 18:21:49 GMT 2025","passed","Mon Aug 04 18:21:49 GMT 2025","","test_auhtentification","",""
"","615","test_update_booking_patch_wrong_data","tests","Mon Aug 04 18:22:04 GMT 2025","passed","Mon Aug 04 18:22:05 GMT 2025","","test_update_booking","",""
"","390","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Mon Aug 04 18:21:53 GMT 2025","passed","Mon Aug 04 18:21:54 GMT 2025","","test_create_booking","",""
"","185","test_incorrect_dates_create_booking[Payload without dates]","tests","Mon Aug 04 18:21:52 GMT 2025","passed","Mon Aug 04 18:21:52 GMT 2025","","test_create_booking","",""
"","605","test_update_booking_patch","tests","Mon Aug 04 18:22:03 GMT 2025","passed","Mon Aug 04 18:22:04 GMT 2025","","test_update_booking","",""
"","183","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Mon Aug 04 18:21:53 GMT 2025","passed","Mon Aug 04 18:21:53 GMT 2025","","test_create_booking","",""
"","2116","test_get_bookings_with_filter_name","tests","Mon Aug 04 18:21:57 GMT 2025","passed","Mon Aug 04 18:21:59 GMT 2025","","test_get_bookings","",""
"","561","test_delete_booking","tests","Mon Aug 04 18:21:54 GMT 2025","passed","Mon Aug 04 18:21:55 GMT 2025","","test_delete_booking","",""
"","198","test_incorrect_payloads_create_booking[Without payload]","tests","Mon Aug 04 18:21:52 GMT 2025","passed","Mon Aug 04 18:21:53 GMT 2025","","test_create_booking","",""
"","406","test_incorrect_dates_create_booking[Past dates]","tests","Mon Aug 04 18:21:50 GMT 2025","passed","Mon Aug 04 18:21:51 GMT 2025","","test_create_booking","",""
"","391","test_payloads_additional_create_booking[Payload with long additionals]","tests","Mon Aug 04 18:21:54 GMT 2025","passed","Mon Aug 04 18:21:54 GMT 2025","","test_create_booking","",""
"","202","test_incorrect_authentification[Wrong login, password ]","tests","Mon Aug 04 18:21:49 GMT 2025","passed","Mon Aug 04 18:21:49 GMT 2025","","test_auhtentification","",""
"","562","test_get_booking_by_id","tests","Mon Aug 04 18:21:55 GMT 2025","passed","Mon Aug 04 18:21:56 GMT 2025","","test_get_bookings","",""
"","408","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Mon Aug 04 18:21:51 GMT 2025","passed","Mon Aug 04 18:21:52 GMT 2025","","test_create_booking","",""
"","621","test_update_booking_put_without_auth","tests","Mon Aug 04 18:22:03 GMT 2025","passed","Mon Aug 04 18:22:03 GMT 2025","","test_update_booking","",""
"","416","test_correct_dates_create_booking[Correct dates on today]","tests","Mon Aug 04 18:21:50 GMT 2025","passed","Mon Aug 04 18:21:50 GMT 2025","","test_create_booking","",""
"","383","test_payloads_additional_create_booking[Payload without additionals]","tests","Mon Aug 04 18:21:53 GMT 2025","passed","Mon Aug 04 18:21:53 GMT 2025","","test_create_booking","",""
"","560","test_get_booking","tests","Mon Aug 04 18:21:56 GMT 2025","passed","Mon Aug 04 18:21:57 GMT 2025","","test_get_bookings","",""
"","2168","test_get_bookings_with_filter_dates","tests","Mon Aug 04 18:21:59 GMT 2025","passed","Mon Aug 04 18:22:01 GMT 2025","","test_get_bookings","",""
"","400","test_incorrect_payloads_create_booking[Empty payload]","tests","Mon Aug 04 18:21:52 GMT 2025","passed","Mon Aug 04 18:21:52 GMT 2025","","test_create_booking","",""
"","391","test_incorrect_dates_create_booking[Empty one day]","tests","Mon Aug 04 18:21:51 GMT 2025","passed","Mon Aug 04 18:21:51 GMT 2025","","test_create_booking","",""
