"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","102","test_incorrect_authentification[Empty login, password]","tests","Wed Nov 26 18:17:56 UTC 2025","passed","Wed Nov 26 18:17:57 UTC 2025","","test_auhtentification","",""
"","93","test_incorrect_payloads_create_booking[Payload incorrect data types]","tests","Wed Nov 26 18:17:59 UTC 2025","passed","Wed Nov 26 18:17:59 UTC 2025","","test_create_booking","",""
"","241","test_payloads_additional_create_booking[Payload without additionals]","tests","Wed Nov 26 18:17:59 UTC 2025","passed","Wed Nov 26 18:17:59 UTC 2025","","test_create_booking","",""
"","116","test_incorrect_authentification[Wrong login, password ]","tests","Wed Nov 26 18:17:56 UTC 2025","passed","Wed Nov 26 18:17:56 UTC 2025","","test_auhtentification","",""
"","342","test_update_booking_put_without_auth","tests","Wed Nov 26 18:18:04 UTC 2025","passed","Wed Nov 26 18:18:04 UTC 2025","","test_update_booking","",""
"","332","test_wrong_data_update_booking_put","tests","Wed Nov 26 18:18:04 UTC 2025","passed","Wed Nov 26 18:18:04 UTC 2025","","test_update_booking","",""
"","229","test_payloads_additional_create_booking[Payload with 2 additionals]","tests","Wed Nov 26 18:17:59 UTC 2025","passed","Wed Nov 26 18:17:59 UTC 2025","","test_create_booking","",""
"","91","test_incorrect_payloads_create_booking[Without payload]","tests","Wed Nov 26 18:17:58 UTC 2025","passed","Wed Nov 26 18:17:59 UTC 2025","","test_create_booking","",""
"","220","test_payloads_additional_create_booking[Payload with long additionals]","tests","Wed Nov 26 18:17:59 UTC 2025","passed","Wed Nov 26 18:17:59 UTC 2025","","test_create_booking","",""
"","372","test_get_bookings_all_ids","tests","Wed Nov 26 18:18:01 UTC 2025","passed","Wed Nov 26 18:18:01 UTC 2025","","test_get_bookings","",""
"","230","test_correct_dates_create_booking[Correct dates on today]","tests","Wed Nov 26 18:17:57 UTC 2025","passed","Wed Nov 26 18:17:57 UTC 2025","","test_create_booking","",""
"","202","test_incorrect_dates_create_booking[Wrong dates 'checkin>checkout']","tests","Wed Nov 26 18:17:58 UTC 2025","passed","Wed Nov 26 18:17:58 UTC 2025","","test_create_booking","",""
"","275","test_incorrect_dates_create_booking[Empty dates]","tests","Wed Nov 26 18:17:57 UTC 2025","passed","Wed Nov 26 18:17:58 UTC 2025","","test_create_booking","",""
"","1190","test_get_bookings_with_filter_dates","tests","Wed Nov 26 18:18:02 UTC 2025","passed","Wed Nov 26 18:18:03 UTC 2025","","test_get_bookings","",""
"","295","test_get_booking_by_id","tests","Wed Nov 26 18:18:00 UTC 2025","passed","Wed Nov 26 18:18:00 UTC 2025","","test_get_bookings","",""
"","275","test_incorrect_dates_create_booking[Past dates]","tests","Wed Nov 26 18:17:57 UTC 2025","passed","Wed Nov 26 18:17:57 UTC 2025","","test_create_booking","",""
"","430","test_delete_deleted_booking","tests","Wed Nov 26 18:18:00 UTC 2025","passed","Wed Nov 26 18:18:00 UTC 2025","","test_delete_booking","",""
"","96","test_incorrect_dates_create_booking[Payload without dates]","tests","Wed Nov 26 18:17:58 UTC 2025","passed","Wed Nov 26 18:17:58 UTC 2025","","test_create_booking","",""
"","338","test_update_booking_put","tests","Wed Nov 26 18:18:03 UTC 2025","passed","Wed Nov 26 18:18:04 UTC 2025","","test_update_booking","",""
"","300","test_delete_booking","tests","Wed Nov 26 18:17:59 UTC 2025","passed","Wed Nov 26 18:18:00 UTC 2025","","test_delete_booking","",""
"","221","test_correct_dates_create_booking[Correct dates]","tests","Wed Nov 26 18:17:57 UTC 2025","passed","Wed Nov 26 18:17:57 UTC 2025","","test_create_booking","",""
"","336","test_get_booking","tests","Wed Nov 26 18:18:00 UTC 2025","passed","Wed Nov 26 18:18:01 UTC 2025","","test_get_bookings","",""
"","1129","test_get_bookings_with_filter_name","tests","Wed Nov 26 18:18:01 UTC 2025","passed","Wed Nov 26 18:18:02 UTC 2025","","test_get_bookings","",""
"","358","test_update_booking_patch","tests","Wed Nov 26 18:18:04 UTC 2025","passed","Wed Nov 26 18:18:05 UTC 2025","","test_update_booking","",""
"","316","test_update_booking_patch_wrong_data","tests","Wed Nov 26 18:18:05 UTC 2025","passed","Wed Nov 26 18:18:05 UTC 2025","","test_update_booking","",""
"","123","test_success_authentification","tests","Wed Nov 26 18:17:56 UTC 2025","passed","Wed Nov 26 18:17:56 UTC 2025","","test_auhtentification","",""
"","321","test_incorrect_dates_create_booking[Empty one day]","tests","Wed Nov 26 18:17:58 UTC 2025","passed","Wed Nov 26 18:17:58 UTC 2025","","test_create_booking","",""
"","238","test_incorrect_payloads_create_booking[Empty payload]","tests","Wed Nov 26 18:17:58 UTC 2025","passed","Wed Nov 26 18:17:58 UTC 2025","","test_create_booking","",""
"","317","test_update_booking_patch_without_auth","tests","Wed Nov 26 18:18:05 UTC 2025","passed","Wed Nov 26 18:18:05 UTC 2025","","test_update_booking","",""
